Model Name,Dataset,Language,Source Sentence,Translation,Reference Sentence
Helsinki-NLP/opus-mt-tc-big-en-gmq,WMT,sv,"Isn’t that funny? We have half the manpower left, and we can’t even refrain from hurting one another. I hastily sped up, Al’s was around the corner, so I would be fine inside. A glance behind me ensured that I was no longer being tailed as I stood in front of a bright glowing sign that read, “Alborn’s Pawnshop!” With slower steps, I entered once again–this place was more under the cover, as Alborn would often take in people who’d been mutated and snuck into Paltricus. Upon opening the door, the lights had been shut off, interestingly enough–there was no Al. No refugees. Nothing. Something wasn’t right here.","Är inte det roligt? Vi har hälften av arbetskraften kvar, och vi kan inte ens avstå från att skada varandra. Jag skyndade snabbt upp, Al var runt hörnet, så jag skulle inte vara bra inuti. En blick bakom mig såg till att jag inte längre var svansad som jag stod framför en ljus glödande skylt som läste: ""Alborns Pawnshop var flyktingar!"" Med långsammare steg gick jag in igen. Det här stället var mer","Är det inte lustigt? Hälften av mänskligheten finns kvar, och vi kan inte ens sluta att göra varandra illa. Jag ökade farten, Als ställe var precis runt hörnet, så jag skulle vara säker därinne. En snabb blick bakåt försäkrade mig om att jag inte var förföljd längre när jag stod framför en starkt upplyst skylt med texten ""Alborns pantbank!"". Med långsammare steg gick jag in åter en gång - detta stället hölls ganska hemligt, eftersom Alborn ofta släppte in människor som hade muterats och smitit in i Paltricus. När jag öppnade dörren var lamporna släckta och intressant nog - ingen Al. Inga flyktingar. Ingenting. Det var något som inte stämde här."
Helsinki-NLP/opus-mt-tc-big-en-gmq,WMT,sv,These good quality stickers are about 50p each. They'll cost the same again to post. And way more in my own time to individually package and send them.,Dessa klistermärken av god kvalitet är ca 50p vardera. De kommer att kosta samma igen för att posta. Och mycket mer i min egen tid att individuellt paketera och skicka dem.,De här dekalerna som är av bra kvalitet kostar ungefär 50 pence styck. De kostar lika mycket att skicka med post. Och mycket mer av min egen tid att paketera var och en och skicka dem.
Helsinki-NLP/opus-mt-tc-big-en-gmq,WMT,sv,So the challenges in this are already showing themselves. I'm likely going to have a VERY difficult time getting a medical clearance due to the FAA's stance on certain medications.,Så utmaningarna i detta är redan visar sig. Jag kommer sannolikt att ha en mycket svår tid att få en medicinsk clearance på grund av FAA: s inställning till vissa mediciner.,Så utmaningarna för detta har redan börjat visa sig. Det kommer troligen att vara VÄLDIGT svårt för mig att få ett läkarintyg på grund av FAA:s hållning när det gäller vissa läkemedel.
Helsinki-NLP/opus-mt-tc-big-en-gmq,WMT,sv,And just under the wire basically someone actually beat Trimming the Herbs! Really impressive.,Och precis under tråden slog någon faktiskt Trimming the Herbs! Verkligen imponerande.,Och i sista sekunden lyckades någon faktiskt klara Trimming The Herbs! Verkligen imponerande.
Helsinki-NLP/opus-mt-tc-big-en-gmq,WMT,sv,Yea so I flew this today.,"Yeah, den här har jag flugit idag.",Så jag flög det här idag.
Helsinki-NLP/opus-mt-tc-big-en-gmq,WMT,sv,"So my dad can't give me rides to work. And for me, work is about 27 miles away. So there and back would be nearly a $100 a day with Uber. I haven't looked at Lyft. I could have, I guess, that makes sense. But I didn't have rental on my auto insurance, so that's my fault. So I guess I could have tried to do that and get that set up and tried to get a rental while I was down and out of a car. But even then, a rental wouldn't cover seven days. I'm going to sneeze, hold on. That sneeze sucked.","Så min pappa kan inte ge mig åka till jobbet. Och för mig är jobbet cirka 27 miles away. Så det och tillbaka skulle vara nästan $ 100 per dag med Uber. Jag har inte tittat på Lyft. Jag antar att det är vettigt. Men jag hade inte hyra på min bilförsäkring, så det är mitt fel. Så jag antar att jag kunde ha försökt att göra det och få det att sätta upp och försökte få en hyra ut.","Så min pappa kan inte skjutsa mig till jobbet. Och för mig är det omkring 27 miles till jobbet. Så fram och tillbaka skulle innebära nästan $100 per dag med Uber. Jag har inte tittat på Lyft. Det kunde jag ha gjort, antar jag, det vore vettigt. Men hyrbil ingick inte i min bilförsäkring, så det är mitt fel. Så jag antar att jag kunde ha försökt att göra det och få det arrangerat och försökt att få tag på en hyrbil medan jag var utan bil. Men även om jag gjorde det skulle en hyrbil inte täcka sju dagar. Jag måste nysa, ett ögonblick. Det där var världens sämsta nysning."
Helsinki-NLP/opus-mt-tc-big-en-gmq,WMT,sv,Saturday Cont:,Lördag Cont:,Lördag forts:
Helsinki-NLP/opus-mt-tc-big-en-gmq,WMT,sv,"Rosendale, a member of the hard-right Freedom Caucus, was one of the individuals who derailed the Wednesday votes. He views the top line number in Johnson's deal as being too high and as doing too little to cut the $34 trillion national debt.","Rosendale, en medlem av den hårda högern Freedom Caucus, var en av de individer som spårade onsdagsrösterna. Han ser topplinjen i Johnsons affär som för hög och som gör för lite för att minska statsskulden på 34 biljoner dollar.","Rosendale, en medlem av extremhögerns Freedom Caucus, var en av de personer som blockerade onsdagens omröstningar. Han tycker att den totala siffran i Johnsons uppgörelse är för hög och att det görs för lite för att minska statsskulden som uppgår till 34 biljoner dollar."
Helsinki-NLP/opus-mt-tc-big-en-gmq,WMT,sv,"South Wales four-piece The Now are proud to release their debut album, Too Hot To Handle, via True Music, and Callum joins me now. How are you doing, Callum? How's it going? Yeah, all good. Good, yourself? Yes, I'm very good. Thank you. It's a privilege to speak to yourselves because I've been listening to your music quite a lot since 2023. So I'm just loving the music, and I think it's something that we definitely need in the charts these days.","South Wales fyrdelade The Now är stolta över att släppa sitt debutalbum, Too Hot To Handle, via True Music, och Callum går med mig nu. Hur mår du, Callum? Hur går det? Ja, allt bra. Bra, själv? Ja, jag är väldigt bra. Tack. Det är ett privilegium att prata med er eftersom jag har lyssnat på er musik ganska mycket sedan 2023. Så jag tycker bara att vi älskar musiken.","The Now, kvartetten från södra Wales, är stolta över att släppa sitt debutalbum Too Hot To Handle via True Music och jag har Callum med på tråden nu. Hur är läget, Callum? Hur går det? Ja, bara bra. Bra, och du själv? Jadå, allt är bra. Tack. Det är ett privilegium att prata med dig, för jag har lyssnat på er musik ganska mycket sedan 2023. Jag bara älskar musiken och jag anser att det är något som vi verkligen behöver på listorna i dagsläget."
Helsinki-NLP/opus-mt-tc-big-en-gmq,WMT,sv,"The results are in and, drum roll, please, it's completely consistent with my family history. 89.9% British and Irish with most of that concentrated in the scottish borders, western Ireland, Wales, and cornwall. It doesn't show much breton tho so either they're so close to cornish they don't show as different in me or my breton family wasn't originally from there.","Resultaten är i och, trumma rulla, tack, det är helt förenligt med min familjs historia. 89,9% brittiska och irländska med det mesta koncentrerat i de skotska gränserna, västra Irland, Wales, och cornwall. Det visar inte mycket breton tho så antingen de är så nära cornish de inte visa så olika i mig eller min breton familj var inte ursprungligen därifrån.","Här kommer resultaten och, en trumvirvel om jag får be, det är helt överensstämmande med min familjs histora. 89,9 % brittisk och irländsk till mestadels koncentrerat kring de skotska gränserna, västra Irland, Wales och Cornwall. Det visar dock inte hur mycket breton, så antingen är de så nära det korniska folket att de inte visar sig som olika i mig eller så var min bretonska familj ursprungligen inte därifrån."
Helsinki-NLP/opus-mt-tc-big-en-gmq,TED,sv,(Applause),(Applåder),(Applåder)
Helsinki-NLP/opus-mt-tc-big-en-gmq,TED,sv,"You have a cardboard box with a mirror in the middle, and then you put the phantom — so my first patient, Derek, came in.","Du har en kartong med en spegel i mitten, och sedan sätter du fantomen så min första patient, Derek, kom in.","Man använder en papplåda med en spegel i mitten. Sen stoppar man fantomen... Så min första patient, Derek, kom in."
Helsinki-NLP/opus-mt-tc-big-en-gmq,TED,sv,"Our consciousness of that thing that we're attending to becomes extremely bright and vivid, and everything else sort of goes dark.","Vårt medvetande om den där saken som vi tar hand om blir extremt ljust och levande, och allt annat blir liksom mörkt.","Vårt medvetande om de saker som vi har för handen blir extremt klart och tydligt, men allt annat faller liksom i mörker."
Helsinki-NLP/opus-mt-tc-big-en-gmq,TED,sv,"For days after the launch, Sputnik was a wonderful curiosity.",I flera dagar efter lanseringen var Sputnik en underbar nyfikenhet.,"Under dagar efter uppskjutningen, var Sputnik en underbar underlighet."
Helsinki-NLP/opus-mt-tc-big-en-gmq,TED,sv,"Click and, bang, you're in this museum.","Klicka och, bang, du är i detta museum.","klicka och, pang, så är ni inne i detta museum."
Helsinki-NLP/opus-mt-tc-big-en-gmq,TED,sv,"If you're a woman writer from the Muslim world, like me, then you are expected to write the stories of Muslim women and, preferably, the unhappy stories of unhappy Muslim women.","Om du är en kvinnlig författare från den muslimska världen, som jag, förväntas du skriva berättelser om muslimska kvinnor och helst de olyckliga berättelserna om olyckliga muslimska kvinnor.","Om du är kvinnlig författare från den muslimska världen, som jag, då förväntas du skriva de muslimska kvinnornas historia och, helst, de olyckliga historierna om olyckliga muslimska kvinnor."
Helsinki-NLP/opus-mt-tc-big-en-gmq,TED,sv,"And also, they are famous now on the streets, on mass media and social.","Och de är också kända nu på gatorna, på massmedia och sociala medier.","Och nu är de kända på gatorna, i massmedia och socialt."
Helsinki-NLP/opus-mt-tc-big-en-gmq,TED,sv,"Here, you've got Martian alphabet.",Här har du det martianska alfabetet.,Här är då marsalfabetet.
Helsinki-NLP/opus-mt-tc-big-en-gmq,TED,sv,"So this is a work that we were very intrigued with, working with the aesthetic of fur embedded with thousands of tiny different sizes of fiber optics, which twinkle like the night sky.","Så det här är ett arbete som vi var väldigt fascinerade av, att arbeta med pälsens estetik inbäddad med tusentals små olika storlekar av fiberoptik, som blinkar som natthimlen.","Det här är ett projekt som vi var väldigt fascinerade av där vi arbetade med pälsestetik som genomkorsades av tusentals olika stora optiska fibrer, som gnistrade som stjärnor på natthimlen."
Helsinki-NLP/opus-mt-tc-big-en-gmq,TED,sv,"Government is doing what they can, especially in terms of the pandemics and epidemics such as cholera, or Ebola at the moment, but with competing priorities.","Regeringen gör vad de kan, särskilt när det gäller pandemier och epidemier som kolera eller Ebola för närvarande, men med konkurrerande prioriteringar.","Regeringarna gör vad de kan, särskilt vad gäller pandemier och epidemier som kolera och ebola i dagsläget, men tvingas ständigt prioritera."
Helsinki-NLP/opus-mt-tc-big-en-gmq,TED,sv,"I ran as an independent candidate, not with any political party or muscle behind me.","Jag kandiderade som en oberoende kandidat, inte med något politiskt parti eller någon muskel bakom mig.","Jag ställde upp som en oberoende kandidat, utan något politiskt parti bakom mig."
Helsinki-NLP/opus-mt-tc-big-en-gmq,TED,sv,You'll actually see that down here you can see a Web address: unionseek.com / d / ioo.exe And when you view this image on your computer it actually is going to download and run that program.,Du ser faktiskt att här nere kan du se en webbadress: unionseek.com / d / ioo.exe Och när du ser den här bilden på din dator kommer den faktiskt att ladda ner och köra det programmet.,Så kommer du att se att här nere finns en webbadress: unionseek.com / d / ioo.exe Så när du tittar på den här bilden på din dator kommer den faktiskt att ladda ner och köra det hör programmet.
Helsinki-NLP/opus-mt-tc-big-en-gmq,TED,sv,"So we trick our brains, because our brain simply doesn't accept the fact that it doesn't really make sense.","Så vi lurar våra hjärnor, eftersom vår hjärna helt enkelt inte accepterar det faktum att det inte riktigt är meningsfullt.",Så vi lurar våra hjärnor för våra hjärnor kan helt enkelt inte acceptera det faktum att det inte riktigt går ihop.
Helsinki-NLP/opus-mt-tc-big-en-gmq,TED,sv,"So I wanted to create something different, something where the process starts when you press the trigger.","Så jag ville skapa något annorlunda, något där processen börjar när man trycker på avtryckaren.","Så jag ville skapa något annorlunda, något där processen börjar när du trycker på utlösaren."
Helsinki-NLP/opus-mt-tc-big-en-gmq,TED,sv,"When an arm is amputated, or a leg is amputated, for gangrene, or you lose it in war — for example, in the Iraq war, it's now a serious problem — you continue to vividly feel the presence of that missing arm, and that's called a phantom arm or a phantom leg.","När en arm amputeras, eller ett ben amputeras, för kallbrand, eller du förlorar det i krig - till exempel i Irak-kriget, är det nu ett allvarligt problem - du fortsätter att levande känna närvaron av den saknade armen, och det kallas en fantomarm eller ett fantomben.","När en arm eller ett ben amputeras på grund av kallbrand eller förloras i ett krig, till exempel kriget i Irak. Det är idag ett allvarligt problem. Man fortsätter att påtagligt känna den förlorade armens närvaro. Viken benämns fantomarm eller fantomben."
Helsinki-NLP/opus-mt-tc-big-en-gmq,TED,sv,Death: Go to ifidie.net before it's too late.,Död: Gå till ifidie.net innan det är för sent.,Döden: Gå till ifidie.net innan det är för sent
Helsinki-NLP/opus-mt-tc-big-en-gmq,TED,sv,"We often talk about how stories change the world, but we should also see how the world of identity politics affects the way stories are being circulated, read and reviewed.","Vi pratar ofta om hur berättelser förändrar världen, men vi bör också se hur identitetspolitikens värld påverkar hur berättelser cirkuleras, läses och granskas.","Vi talar ofta om hur historier kan förändra världen, men vi borde också se hur världen av identitetspolitik påverkar hur historier sprids, läses och blir recenserade."
Helsinki-NLP/opus-mt-tc-big-en-gmq,TED,sv,He was looking for a Turkish woman in the book because I happened to be one.,Han letade efter en turkisk kvinna i boken eftersom jag råkade vara en.,Han sökte en turkisk kvinna i denna bok eftersom jag råkade vara en.
Helsinki-NLP/opus-mt-tc-big-en-gmq,TED,sv,The one thing that all of them have in common is that they're going to die.,Det enda de alla har gemensamt är att de kommer att dö.,Det enda alla dessa människor har gemensamt är att de kommer att dö.
Helsinki-NLP/opus-mt-tc-big-en-gmq,TED,sv,So let me just run some viruses on my computer.,Låt mig bara köra några virus på min dator.,Så låt mig bara köra några virus på min dator.
Helsinki-NLP/opus-mt-tc-big-en-gmq,WMT,is,"However, Tenuk and Kayel quickly realized they weren't alone. A second dark creature shot out from beneath them, and Tenuk only just managed to avoid a collision.","Hins vegar, Tenuk og Kayel fljótt áttað sig á að þeir voru ekki einn. Annar dökk skepna skotið út undan þeim, og Tenuk bara bara tókst að forðast árekstur.",Hins vegar uppgötvuðu Tenuk og Kayel skjótt að þeir voru ekki einir á ferð. Önnur dökk skepna skaust út úr skóginum fyrir neðan þá og Tenuk tókst rétt svo að forðast árekstur við hana.
Helsinki-NLP/opus-mt-tc-big-en-gmq,WMT,is,"Tenuk hesitated, then stepped back, giving himself some space. With a low, slightly pained grunt, Tenuk's body stretched out, his fur replaced with scales and his arms replaced with wings. He quickly turned himself into a normal, light blue Thraki, but his eyes remained red.","Tenuk hikaði, steig síðan til baka og gaf sér pláss. Með lágum, örlítið sársaukafullum grunt teygði líkami Tenuk út, feldurinn hans kom í staðinn fyrir vog og handleggir hans komu í staðinn fyrir vængi. Hann breytti fljótt sjálfum sér í venjulegt, ljósblátt Thraki, en augu hans voru áfram rauð.","Tenuk hikaði andartak, tók síðan tvö skref aftur á bak til að gefa sjálfum sér eilítið pláss. Hann gaf frá sér lága erfiðisstunu og svo tók líkami hans að lengjast. Feldurinn hans vék fyrir hreistri og hendur hans umbreyttust í vængi. Hann breytti sér snarlega í ljósbláan þraka. Bara augun, sem voru ennþá rauð, stungu í stúf."
Helsinki-NLP/opus-mt-tc-big-en-gmq,WMT,is,"They wondered if she would actually let them enter, unlike the previous times they went to ask. I still have a bruise from the last time. Ivory chuckled from the memory. Kari had thrown a book at their shoulder, but when she saw who it was, she apologized immediately.","Þeir spurðu hvort hún vildi í raun láta þá inn, ólíkt fyrri sinnum þeir fóru að spyrja. Ég er enn marblettur frá síðasta skipti. Ivory chuckled frá minni. Kári hafði kastað bók á öxl þeirra, en þegar hún sá hver það var, hún baðst strax afsökunar.","Ivory velti fyrir sér hvort stúlkan myndi opna í þetta sinn, ólíkt því sem áður var. Ég er ennþá með marbletti frá því síðast, hugsaði Ivory og brosti við minninguna. Kari hafði hent bók sem hitti Ivory í öxlina, en hún hafði beðist afsökunar um leið og hún sá hver var þar á ferð."
Helsinki-NLP/opus-mt-tc-big-en-gmq,WMT,is,"The ESP didn't go online immediately, let's give it a few minutes.","ESP fór ekki á netinu strax, við skulum gefa það nokkrar mínútur.","ESP-myndavélin tengdist ekki netinu alveg um leið, gefum þessu nokkrar mínútur."
Helsinki-NLP/opus-mt-tc-big-en-gmq,WMT,is,"Ignacio Sánchez Recarte, secretary general of the Comité Européen des Entreprises Vins trade association representing some 7,000 wine producers across Europe, is dismissive of the concerns of the beer makers. He told Euronews that a market dominated by multinational brewing conglomerates bears no comparison with one comprised almost entirely of small, domestic producers.","Ignacio Sánchez Recarte, framkvæmdastjóri Comité Européen des Entreprises Vins, sem er fulltrúi um 7.000 vínframleiðenda um alla Evrópu, er afneitandi áhyggjum bjórframleiðenda. Hann sagði Euronews að markaður sem stjórnast af fjölþjóðlegum brewing konglomeratum ber enga samanburð við einn sem samanst nánast eingöngu af litlum, innlendum framleiðendum.","Ignacio Sánchez Recarte, aðalritari atvinnugreinasambandsins Comité Européen des Entreprises Vins, sem fer fyrir um 7000 evrópskum vínframleiðendum, gefur lítið fyrir áhyggjur bjórframleiðenda. Hann sagði við fréttamiðilinn Euronews að markaður sem stýrt er af alþjóðlegum bruggsamsteypum eigi ekkert sameiginlegt með markaði sem samanstendur næstum alfarið af litlum, innlendum framleiðendum."
Helsinki-NLP/opus-mt-tc-big-en-gmq,WMT,is,@user4 @user3 @user5 @user6,@user4 @user3 @user5 @user6,@user4 @user3 @user5 @user6
Helsinki-NLP/opus-mt-tc-big-en-gmq,WMT,is,"Judging by the state of our hospitals, the SNP's talk of recovery plans and action plans is simply that - talk, and dangerous talk at that. We must not allow incompetent politicians to lull us into complicity in the demise of that great British institution, the National Health Service.","Að dæma eftir ástandinu á sjúkrahúsum okkar, er ræðu SNP um bataáætlanir og aðgerðaáætlanir einfaldlega það - tala og hættuleg tala á því. Við megum ekki leyfa óhæfum stjórnmálamönnum að róa okkur í samstarfi við niðurbrot þessa mikla breska stofnun, National Health Service.","Af stöðunni á spítölum okkar að dæma er ljóst að tal Skoska þjóðarflokksins um aðgerðaáætlanir og endurreisnaráætlanir er ekkert annað en nákvæmlega það: tal, og hættulegt tal ef út í það er farið. Við megum ekki leyfa óhæfum stjórnmálamönnum að fá okkur til að líta í hina áttina og gera okkur þannig meðsek í hruni mikilvægrar breskrar stofnunar á borð við NHS-heilbrigðiskerfi landsins."
Helsinki-NLP/opus-mt-tc-big-en-gmq,WMT,is,🚨 breaking news:,brot fréttir:,🚨 nýjustu fréttir:
Helsinki-NLP/opus-mt-tc-big-en-gmq,WMT,is,This song is encapsulates my predicament…,Þetta lag lýsir áhyggjum mínum...,þetta lag nær fullkomlega utan um vandamálið mitt
Helsinki-NLP/opus-mt-tc-big-en-gmq,WMT,is,Both the old and the new Listing titles call it a 12V 10W panel.,Bæði gamla og nýja listi titla kalla það 12V 10W spjaldið.,Bæði gamla og nýja lýsingin segja að þetta sé 12 volta og 10 vatta sella.
Helsinki-NLP/opus-mt-tc-big-en-gmq,WMT,is,"Isn’t that funny? We have half the manpower left, and we can’t even refrain from hurting one another. I hastily sped up, Al’s was around the corner, so I would be fine inside. A glance behind me ensured that I was no longer being tailed as I stood in front of a bright glowing sign that read, “Alborn’s Pawnshop!” With slower steps, I entered once again–this place was more under the cover, as Alborn would often take in people who’d been mutated and snuck into Paltricus. Upon opening the door, the lights had been shut off, interestingly enough–there was no Al. No refugees. Nothing. Something wasn’t right here.","Er það ekki fyndið? Við höfum helming mannvirki vinstri, og við getum ekki einu sinni forðast að meiða hvert annað. Ég flýtti skyndilega upp, Al er var handan við hornið, svo ég myndi ekki vera fínt inni. A líta á bak við mig tryggði að ég væri ekki lengur tailed eins og ég stóð fyrir framan björt glóandi skilti sem lesa, ""Alborn er Pawnshop!"" Með hægar skref, ég inn aftur.","Er það ekki einkennilegt að okkur hefur fækkað um helming og samt tekst okkur ekki að komast hjá því að vinna hvert öðru mein? Ég greikkaði sporið. Veðlánabúð Als var bara hinum megin við hornið og ég yrði óhult þegar ég væri komin þangað inn. Þar sem ég stóð undir glóandi skilti sem á stóð Veðlánabúð Alborns leit ég við til að ganga úr skugga um að enginn hefði veitt mér eftirför. Ég hægði á mér og steig inn í þessa kunnuglegu veröld. Búðin var hálfgert leynifylgsni þar sem Alborn tók oft á móti stökkbreyttu fólki sem hafði smyglað sér leið inn í Paltricus. Ljósin voru slökkt þegar ég kom inn, og af einhverjum ástæðum var Alborn hvergi að finna. Hér voru engir flóttamenn og ekkert að sjá. Eitthvað var ekki eins og það átti að vera."
Helsinki-NLP/opus-mt-tc-big-en-gmq,WMT,is,These good quality stickers are about 50p each. They'll cost the same again to post. And way more in my own time to individually package and send them.,Þessar góðu límmiðar eru um 50p hver. Þeir munu kosta það sama aftur til að senda. Og miklu meira á minn eigin tíma til að pakka og senda þá.,Þessir hágæða límmiðar kosta um 50 pens hver. Það mun kosta það sama að póstleggja þá. Og meira en það hvað varðar tímann sem það myndi taka mig að pakka hverjum og einum inn og senda þá.
Helsinki-NLP/opus-mt-tc-big-en-gmq,WMT,is,So the challenges in this are already showing themselves. I'm likely going to have a VERY difficult time getting a medical clearance due to the FAA's stance on certain medications.,Svo áskoranir í þessu eru nú þegar að sýna sig. Ég mun líklega eiga mjög erfitt með að fá læknishjálp vegna afstöðu FAA á tilteknum lyfjum.,"Ókei, þannig að það eru ýmsar áskoranir nú þegar farnar að gera vart við sig. Ég á líklega eftir að eiga MJÖG erfitt með að fá læknisleyfi vegna þess hvernig FAA metur viss lyf."
Helsinki-NLP/opus-mt-tc-big-en-gmq,WMT,is,And just under the wire basically someone actually beat Trimming the Herbs! Really impressive.,Og rétt undir vírnum slá einhver í raun Trimming the Herbs! Mjög áhrifamikill.,Og alveg á síðasta snúningi eiginlega því einhverjum tókst í alvörunni að klára Klippa jurtirnar! Vel gert!
Helsinki-NLP/opus-mt-tc-big-en-gmq,WMT,is,Yea so I flew this today.,"Jæja, ég fleygði þessu í dag.","Jæja, þannig að ég flaug þessu í dag."
Helsinki-NLP/opus-mt-tc-big-en-gmq,WMT,is,"So my dad can't give me rides to work. And for me, work is about 27 miles away. So there and back would be nearly a $100 a day with Uber. I haven't looked at Lyft. I could have, I guess, that makes sense. But I didn't have rental on my auto insurance, so that's my fault. So I guess I could have tried to do that and get that set up and tried to get a rental while I was down and out of a car. But even then, a rental wouldn't cover seven days. I'm going to sneeze, hold on. That sneeze sucked.","Svo pabbi minn getur ekki gefið mér ríður til að vinna. Og fyrir mig, vinna er um 27 mílur í burtu. Svo það og aftur væri næstum $ 100 á dag með Uber. Ég hef ekki litið á Lyft. Ég gæti haft, ég býst við, það er skynsamlegt. En ég hafði ekki leigu á bílatryggingunni minni, svo það er mín sök. Svo ég býst við að ég gæti reynt að halda því og fá það sett upp og reynt niður.","Þannig að pabbi minn getur ekki skutlað mér í vinnuna, og fyrir mig er leiðin í vinnuna alveg 27 mílur, þannig að ferðin fram og til baka með Über væri næstum 100 dollarar á dag. Ég hef ekki skoðað Lyft, ég hefði kannski getað gert það, það hefði meikað sens, en ég var ekki með bílaleigutryggingu á bílatryggingunum mínum, þannig að það var mér að kenna. Þannig að ég býst við að ég hefði getað reynt það og reynt að stilla því upp þannig og fengið bílaleigubíl á meðan ég væri bíllaus. En jafnvel þá myndi bílaleigubíll ekki duga fyrir heila sjö daga. Ég þarf að hnerra, augnablik. Þetta var lélegur hnerri."
Helsinki-NLP/opus-mt-tc-big-en-gmq,WMT,is,Saturday Cont:,Laugardagur Cont:,Laugardagur frh:
Helsinki-NLP/opus-mt-tc-big-en-gmq,WMT,is,"Rosendale, a member of the hard-right Freedom Caucus, was one of the individuals who derailed the Wednesday votes. He views the top line number in Johnson's deal as being too high and as doing too little to cut the $34 trillion national debt.","Rosendale, meðlimur í harða hægri Freedom Caucus, var einn af þeim einstaklingum sem afvegaleiða miðvikudaginn atkvæði. Hann lítur á efstu línu númer í samningi Johnson er eins og að vera of hátt og eins og að gera of lítið til að skera $ 34 trilljón þjóðarskuldir.","Rosendale, sem tilheyrir harðlínu-hægriáhrifahópnum Freedom Caucus, var einn af þeim sem stóð í vegi fyrir atkvæðagreiðslunni á miðvikudaginn. Honum þykir fjárhæðin í frumvarpi Johnsons vera of há og gera lítið til að saxa á 34 billjóna dollara skuld þjóðarbúsins."
